competitor,product,source_platform,review_id,date,rating,title,body,reviewer_name,is_verified,is_recommended,helpful_count,reviewer_attributes
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,f4b226e1515b6d6c,2019-10-23T00:00:00,,Trade off between good hair and splitting headache,Like the texture like water. Not sticky. I bought a second bottle. I will keep using this. My hair density looks better now.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,4,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,ab45d2a9fc2d9742,2019-10-23T00:00:00,,,"I bought this stuff with high expectations and while it made my hair more manageable and my hairline noticeably denser, the splitting headaches I noticed after using it are so not worth it. This should come with a warning label. I stopped using it and my head doesn’t feel like it’s being crushed like a can first thing in the morning.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,8ada0475c7e8a5f2,2019-10-22T00:00:00,,it works.,"I used this back when I first purchased it, then quick when I was packing to move states. I noticed I significant difference in the fullness of my hair, as well as how quickly my hair grew. It already grow fast but this made my pixie cut grow out in no time. Started using it again last week. I like to apply it at nighttime, either right after I shower ( I notice it doesn’t make my hair greasy then) or when I don’t shower but I know I’m gonna be home the next day and it doesn’t matter what my hair looks like and I’ll wash it the next night. Be sure to really rub it into your scalp. Like a nice massage. Feels good, stimulates blood flow and works the product in well. I was a little unsure about it initially because of the reviews but I’m really glad I tried it.",RachelleLeeAnn,True,True,13,"{""eye_color"": ""Hazel"", ""hair_color"": ""Brown"", ""skin_tone"": ""Fair"", ""skin_type"": ""Combination""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,19312f587d3258bd,2019-10-20T00:00:00,,Great for postpartum hair loss,I got this to help with bad postpartum hair loss around my hairline. I use it every night in combination with hair vitamins. I'm very impressed with the results so far. Seems to work quickly. Totally worth it!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,3,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,67c5c2a2d8ada3ba,2019-10-17T00:00:00,,Worth trying for hair fall and dandruff,I have naturally thin hair but since using a dropper every night my hair is more hydrated and feels less brittle. I only wash my hair every 4 days and I’ve noticed I don’t look as ‘lived in’ by day 4 anymore!,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,0bec01347279e4d3,2019-10-15T00:00:00,,Will continue to use.,When I read the reviews I thought too good to be true. But price wasn't that expensive. Soo I gave it a shot. And with in a month I saw results. My dandruff has significantly reduced and soo is my hair fall. I have got my hubby hooked on to this product now. And waiting for the same results for him as well it's just a week since he has started using this serum. And please the makers should change the dropper kinda bottle it's very inconvenient. I have transferred this liquid in to a travel size sprayer which makes it much easy to use. I would highly recommend this serum to each and everyone.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,7,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,160a690c327ce699,2019-10-14T00:00:00,,,"I have used this serum for about a month. It is runny but I was prepared to be careful after reading the reviews. I use a dropper full in the AM after showering and rub into my scalp on the top of my head. It does soothe itchiness for me so that's a plus. I do notice a slight thickness to my fine strands of hair and it doesn't make my hair greasy if I just use a dropper full. I use more at night, when I'm going to shower the next day, before bed and slick back my hair. Overall, I'm happy with this serum and will stick with it, especially since the price is so reasonable.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,3,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,77f0bd7efa4eaa95,2019-10-12T00:00:00,,,"I almost finished my first bottle and will purchase it again, I noticed my front hairline grown more and stronger. I definitely recommended this product and it's cheap too compared to the brand Phyto.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,0,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,232666c22f7df9aa,2019-10-10T00:00:00,,AMAZING,"LOVE THIS STUFF. I’m shocked at how thick my hair looks after applying, plus it makes my styling last a day longer! I have curly hair, and it’s a mess to try and find something that will thicken your hair that’s also CGM approved. This stuff is great! Even my mom noticed my thicker hair and asked what I have been using!",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,1,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,afbb6845552d820b,2019-10-09T00:00:00,,seems to work so far,"Giving it 4 stars for now as an initial review. I've been using this for a week and a half. I've been shedding a little more than usual for the past few months, to the point where I had a spot that I was concerned about. I feel like that spot has been filling up with more hair. I will continue to use the product to see how much of difference it really makes. Will update the review in a couple months.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,False,2,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,4ef906ad10910424,2019-10-03T00:00:00,,Gave long-lasting OOMPH to my baby fine hair.,"I have always been skeptical of hair products because everything I’ve tried for my super fine hair has either been useless or had some weird down side to it. I bought this recently and used it the first night it came in, right after I took a shower. As my hair dried, my hair had way more volume than it ever has. My fiancé even noticed how full it looked compared to usual (and you know men never notice things like that, let’s be real) When I first saw and felt the formula, I expected it to make my hair oily but it didn’t at all. I actually didn’t wash my hair for a couple days afterwards and my hair kept the oomph the whole time and actually seemed to produce less oil than it normally would. I am very satisfied with this product, especially at the price point. Definitely worth the money. I will be repurchasing this when I run out, and most likely trying more products by this brand - both for hair and skincare.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,14,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2f909f397839fb57,2019-10-02T00:00:00,,Best for normal or dry hair,"I suffer from dandruff and also oily hair (a horrible combo), and while this did do wonders for getting rid of my dandruff, it turned my hair into a grease factory! I would only recommend for normal or dry hair.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,6,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,a60873495ed33bf2,2019-09-29T00:00:00,,interesting,"It works. On my third bottle. Not extreme but noticeable difference. If I put on my temples and pet at night, I don’t wake up with oily hair/ scalp.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,0,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,e550752d8c8ef9e5,2019-09-21T00:00:00,,,I apply this every night before bed and after two weeks I noticed little bits of hair growing on the sides of my hair and it makes my hair less greasy !,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,21,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,2ec5562a809549a3,2019-09-19T00:00:00,,This is working,"I was reluctant at first, but after about a month I do see a difference. I will definitely get another bottle once I finish this one.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,1,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,bf4096bf5e7601e2,2019-09-14T00:00:00,,great for dry scalp!,I have no problem with hair density but my dry scalp and flaky dandruff was a nightmare. Ive tried to use all kind of dandruff shampoo but nothing worked well. Things started to get a lot better since i use this serum. Ive only used 1/3 of the bottle so far but I have seen great improvement in regards to dandruff.,hanhle,False,False,15,"{""eye_color"": ""Brown"", ""hair_color"": ""Black"", ""skin_tone"": ""Fair"", ""skin_type"": ""Oily""}"
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,242d4192cb3565d5,2019-09-12T00:00:00,,Major fail,Didn’t do anything for me. Don’t waste your money.,https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,1,
The Ordinary,Multi-Peptide Serum for Hair Density,sephora,7431cc746d9dc18e,2019-09-12T00:00:00,,Noticeable difference on thinning hair,"I am now on my 2nd bottle; I actually put it to a test. When I first bought it from the deciem store, after a week I started to notice my hair looked fuller and voluminous, yet I was still unsure if it was the hair peptide working. Anyway, so I kept using it until the bottle ended, then I decided not to purchase another one and had nothing applied to my hair. Within a week i noticed my hair went flat, with no thickness. So this proves that although it did not generate new hair growth (which it doesn’t claim to do so) the product actually worked by thickening the hair shaft making it look like a full head of hair. Throughout this test I stuck to the same shampoo/no dietary changes and did not apply any other products in my hair. So I know that this peptide worked and that’s why I bought it again. Side note: I have had hair loss/thinning hair since my 20s and so I highly recommend this product to those suffering with hair loss/thinning. So far haven’t had any adverse effects.",https://sephora.i.lithium.com/t5/image/serverpage/avatar-name/default-avatar/avatar-theme/sephora/avatar-collection/sephora/avatar-display-size/profile/version/2?xdesc=1.0,False,True,4,
